Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_Estacion_Arribo,Fecha_Arribo,Hora_Arribo
F,23,4682,217,2015-11-01,18:21:21.843000,9,2015-11-01,18:32:51
M,30,3836,24,2015-11-01,18:21:24.947000,139,2015-11-01,18:48:31
M,30,6236,187,2015-11-01,18:21:29.753000,185,2015-11-01,18:24:24
F,24,3318,190,2015-11-01,18:21:34.463000,84,2015-11-01,18:34:51
M,52,3966,386,2015-11-01,18:21:34.620000,331,2015-11-01,18:32:30
F,31,4008,295,2015-11-01,18:21:35.617000,331,2015-11-01,18:38:02
M,45,3039,260,2015-11-01,18:21:43.340000,98,2015-11-01,18:54:40
M,26,2873,190,2015-11-01,18:21:50.203000,84,2015-11-01,18:34:39
F,43,4259,66,2015-11-01,18:21:53.603000,54,2015-11-01,18:29:32
M,36,4177,142,2015-11-01,18:21:55.307000,107,2015-11-01,18:40:53.927000
M,24,1432,319,2015-11-01,18:21:56.460000,316,2015-11-01,18:28:29.773000
M,27,3558,124,2015-11-01,18:22:02.217000,78,2015-11-01,18:42:08
M,56,4538,78,2015-11-01,18:22:05.243000,67,2015-11-01,18:26:43.940000
M,29,4807,191,2015-11-01,18:22:06.037000,188,2015-11-01,18:25:41
M,39,2451,126,2015-11-01,18:22:10.577000,134,2015-11-01,18:26:21
F,32,3896,150,2015-11-01,18:22:11.250000,153,2015-11-01,18:26:49
F,25,3223,53,2015-11-01,18:22:36.460000,187,2015-11-01,18:32:49.440000
F,26,5262,261,2015-11-01,18:22:37.427000,4,2015-11-01,18:27:17.640000
M,26,5163,102,2015-11-01,18:22:41.030000,270,2015-11-01,18:36:09
M,31,5117,53,2015-11-01,18:22:47.923000,187,2015-11-01,18:32:50.677000
F,29,6441,361,2015-11-01,18:22:49.203000,397,2015-11-01,18:35:24
F,24,2974,56,2015-11-01,18:22:51.747000,36,2015-11-01,18:29:48
M,26,2693,102,2015-11-01,18:22:54.010000,270,2015-11-01,18:36:11
F,29,2317,400,2015-11-01,18:22:54.523000,44,2015-11-01,18:58:55
M,25,3382,361,2015-11-01,18:23:04.990000,397,2015-11-01,18:35:45
M,30,6513,102,2015-11-01,18:23:06.847000,270,2015-11-01,18:36:35
M,35,4521,254,2015-11-01,18:23:15.223000,266,2015-11-01,18:32:16
F,25,6240,361,2015-11-01,18:23:17.690000,397,2015-11-01,18:35:17
M,34,1522,254,2015-11-01,18:23:26.910000,266,2015-11-01,18:32:19
M,47,1360,128,2015-11-01,18:23:28.423000,11,2015-11-01,18:34:03
M,33,4607,292,2015-11-01,18:23:40.340000,77,2015-11-01,18:38:39
F,23,6440,286,2015-11-01,18:23:40.527000,305,2015-11-01,18:32:54
M,26,5634,173,2015-11-01,18:23:43.320000,177,2015-11-01,18:34:21
M,29,5200,116,2015-11-01,18:23:49.437000,117,2015-11-01,18:27:34
M,39,1871,35,2015-11-01,18:23:53.413000,39,2015-11-01,18:28:20
M,29,6423,173,2015-11-01,18:23:54.897000,177,2015-11-01,18:34:18
M,36,1306,13,2015-11-01,18:23:55.707000,86,2015-11-01,18:34:18.063000
M,28,4983,37,2015-11-01,18:24:02.820000,63,2015-11-01,18:29:26
M,29,5301,134,2015-11-01,18:24:03.537000,60,2015-11-01,18:36:08.343000
M,61,5214,25,2015-11-01,18:24:03.787000,112,2015-11-01,18:38:55
M,32,0459,17,2015-11-01,18:24:03.990000,177,2015-11-01,18:39:25
F,45,4733,124,2015-11-01,18:24:06.550000,75,2015-11-01,18:50:25.137000
M,47,3064,41,2015-11-01,18:24:13.117000,270,2015-11-01,18:44:09
F,21,6266,327,2015-11-01,18:24:13.320000,328,2015-11-01,18:34:46
M,41,4332,321,2015-11-01,18:24:37.250000,318,2015-11-01,18:30:22.160000
F,26,6425,92,2015-11-01,18:24:42.490000,92,2015-11-01,18:42:05
M,21,6083,160,2015-11-01,18:25:01.603000,272,2015-11-01,18:32:05
M,32,5400,150,2015-11-01,18:25:02.350000,141,2015-11-01,18:34:52
M,19,5744,126,2015-11-01,18:25:02.617000,44,2015-11-01,18:34:26
M,27,2586,329,2015-11-01,18:25:03.833000,365,2015-11-01,18:29:37.140000
F,57,2234,132,2015-11-01,18:25:09.590000,143,2015-11-01,18:31:31
M,24,6142,209,2015-11-01,18:25:11.757000,208,2015-11-01,18:33:48.427000
M,32,3279,364,2015-11-01,18:25:19.543000,306,2015-11-01,18:34:55
F,24,6112,6,2015-11-01,18:25:19.777000,35,2015-11-01,18:31:54
M,22,2816,129,2015-11-01,18:25:32.897000,139,2015-11-01,18:29:00
F,27,4057,415,2015-11-01,18:25:34.207000,435,2015-11-01,18:31:45
M,28,2533,54,2015-11-01,18:25:35.157000,76,2015-11-01,18:31:45
M,50,1728,84,2015-11-01,18:25:36.313000,146,2015-11-01,18:30:10
M,32,5489,24,2015-11-01,18:25:38.823000,18,2015-11-01,18:31:14
M,24,5853,96,2015-11-01,18:25:41.803000,234,2015-11-01,19:01:09
F,31,2022,26,2015-11-01,18:25:44.657000,55,2015-11-01,18:42:45.280000
M,36,0847,174,2015-11-01,18:25:49.853000,79,2015-11-01,18:48:45
M,32,5172,119,2015-11-01,18:25:53.770000,18,2015-11-01,18:36:16
F,36,1393,156,2015-11-01,18:26:04.783000,337,2015-11-01,18:38:37
F,26,1204,208,2015-11-01,18:26:08.120000,248,2015-11-01,18:34:49
F,50,3337,24,2015-11-01,18:26:16.107000,20,2015-11-01,18:34:33.787000
M,29,5580,172,2015-11-01,18:26:19.650000,2,2015-11-01,18:55:25
M,39,3486,1,2015-11-01,18:26:29.273000,9,2015-11-01,18:32:20
M,25,5030,106,2015-11-01,18:26:32.817000,95,2015-11-01,18:33:36
M,50,3852,2,2015-11-01,18:26:37.700000,4,2015-11-01,19:01:52
M,37,3193,51,2015-11-01,18:26:38.573000,181,2015-11-01,18:37:44
M,27,2534,14,2015-11-01,18:26:42.487000,86,2015-11-01,18:38:15.597000
M,33,5807,398,2015-11-01,18:26:43.393000,393,2015-11-01,18:31:30
M,57,0936,340,2015-11-01,18:26:44.080000,323,2015-11-01,18:31:50
M,34,5053,53,2015-11-01,18:26:48.493000,83,2015-11-01,18:32:45
M,29,3399,112,2015-11-01,18:26:50.833000,134,2015-11-01,18:34:09
M,46,4109,116,2015-11-01,18:26:54.890000,48,2015-11-01,18:40:38.897000
F,39,0693,47,2015-11-01,18:27:04.093000,47,2015-11-01,18:38:19
M,25,2854,259,2015-11-01,18:27:06.370000,3,2015-11-01,18:34:46
M,37,2246,161,2015-11-01,18:27:10.897000,143,2015-11-01,18:38:36
F,29,1436,86,2015-11-01,18:27:13.750000,260,2015-11-01,18:37:55
F,21,3962,136,2015-11-01,18:27:15.763000,127,2015-11-01,18:33:17
M,40,1535,137,2015-11-01,18:27:16.777000,110,2015-11-01,18:41:07.490000
F,27,1132,106,2015-11-01,18:27:19.630000,95,2015-11-01,18:34:11
M,30,3648,50,2015-11-01,18:27:26.340000,49,2015-11-01,18:30:24
M,31,3712,4,2015-11-01,18:27:28.693000,1,2015-11-01,18:32:49
M,30,5071,4,2015-11-01,18:27:39.787000,1,2015-11-01,18:32:43
M,33,3750,2,2015-11-01,18:27:41.300000,136,2015-11-01,18:52:22.843000
M,30,2262,67,2015-11-01,18:27:45.200000,69,2015-11-01,18:31:20
M,33,1867,174,2015-11-01,18:27:51.143000,53,2015-11-01,18:51:31
F,54,4152,125,2015-11-01,18:27:54.997000,82,2015-11-01,18:42:34
M,43,4981,384,2015-11-01,18:28:06.977000,288,2015-11-01,18:51:28
F,28,1868,400,2015-11-01,18:28:13.980000,387,2015-11-01,18:38:31
M,40,2089,33,2015-11-01,18:28:14.823000,6,2015-11-01,18:43:28
M,37,2342,46,2015-11-01,18:28:22.233000,75,2015-11-01,18:37:42.753000
M,21,3050,413,2015-11-01,18:28:30.113000,396,2015-11-01,18:40:54
M,42,3821,206,2015-11-01,18:28:35.323000,208,2015-11-01,18:35:08
M,23,2351,21,2015-11-01,18:28:38.210000,116,2015-11-01,18:42:36
M,31,4976,139,2015-11-01,18:28:47.257000,283,2015-11-01,18:39:22
M,41,4985,349,2015-11-01,18:29:06.443000,351,2015-11-01,18:43:08
F,43,6188,220,2015-11-01,18:29:08.083000,220,2015-11-01,18:59:33.040000
M,50,1355,71,2015-11-01,18:29:12.933000,53,2015-11-01,18:34:33
M,34,2204,312,2015-11-01,18:29:14.680000,310,2015-11-01,18:35:51
M,53,2517,217,2015-11-01,18:29:15.743000,249,2015-11-01,18:36:27
M,25,4017,74,2015-11-01,18:29:16.227000,3,2015-11-01,18:50:32
M,25,4370,261,2015-11-01,18:29:19.737000,217,2015-11-01,18:45:01
M,24,5027,389,2015-11-01,18:29:20.313000,418,2015-11-01,18:32:01
M,25,1008,126,2015-11-01,18:29:23.497000,123,2015-11-01,18:36:39
M,30,1863,359,2015-11-01,18:29:25.837000,345,2015-11-01,18:38:44
M,46,1440,106,2015-11-01,18:29:26.023000,48,2015-11-01,18:48:27.670000
M,25,2973,261,2015-11-01,18:29:31.497000,217,2015-11-01,18:44:58
M,54,2677,217,2015-11-01,18:29:31.543000,249,2015-11-01,18:35:59
F,24,4822,32,2015-11-01,18:29:33.433000,33,2015-11-01,18:33:23
M,25,2102,256,2015-11-01,18:29:41.373000,225,2015-11-01,18:57:08
M,36,1726,261,2015-11-01,18:29:43.463000,4,2015-11-01,18:33:49
F,43,1696,14,2015-11-01,18:29:45.927000,16,2015-11-01,19:08:37
M,21,4501,414,2015-11-01,18:29:47.707000,398,2015-11-01,18:37:56
M,28,6544,64,2015-11-01,18:29:48.470000,258,2015-11-01,18:39:23.233000
M,21,2749,110,2015-11-01,18:29:58.470000,55,2015-11-01,18:41:08.680000
M,19,2570,86,2015-11-01,18:30:03.760000,25,2015-11-01,18:50:30
M,18,1191,110,2015-11-01,18:30:10.047000,55,2015-11-01,18:44:29.423000
M,26,1847,187,2015-11-01,18:30:14.990000,184,2015-11-01,18:38:13
F,35,5838,29,2015-11-01,18:30:16.473000,134,2015-11-01,18:46:09
F,28,2338,17,2015-11-01,18:30:23.320000,20,2015-11-01,18:39:45
M,39,6538,146,2015-11-01,18:30:26.130000,60,2015-11-01,18:53:38
M,25,4311,52,2015-11-01,18:30:28.453000,246,2015-11-01,18:58:47
M,28,3996,17,2015-11-01,18:30:34.570000,20,2015-11-01,18:37:33.773000
F,51,1704,24,2015-11-01,18:30:34.583000,41,2015-11-01,18:44:57
M,23,3761,52,2015-11-01,18:30:42.027000,247,2015-11-01,18:55:25
M,44,2698,24,2015-11-01,18:30:46.987000,55,2015-11-01,18:56:19.320000
F,29,4181,21,2015-11-01,18:30:59.467000,21,2015-11-01,18:51:10
M,23,5145,90,2015-11-01,18:31:00.263000,41,2015-11-01,19:24:46.797000
M,39,1632,402,2015-11-01,18:31:06.470000,295,2015-11-01,18:47:17
F,24,5619,359,2015-11-01,18:31:08.390000,427,2015-11-01,18:42:50.093000
F,28,5581,90,2015-11-01,18:31:11.930000,41,2015-11-01,19:24:48.990000
M,40,4143,125,2015-11-01,18:31:12.210000,141,2015-11-01,18:40:18
F,22,5143,218,2015-11-01,18:31:17.377000,218,2015-11-01,19:08:47
F,37,2081,26,2015-11-01,18:31:17.983000,260,2015-11-01,18:44:36
F,27,5701,163,2015-11-01,18:31:19.527000,22,2015-11-01,18:55:21
M,41,4505,258,2015-11-01,18:31:21.430000,71,2015-11-01,18:36:58
M,31,1536,402,2015-11-01,18:31:23.583000,295,2015-11-01,18:47:25
F,23,1944,116,2015-11-01,18:31:29.513000,53,2015-11-01,18:54:18
F,39,0319,97,2015-11-01,18:31:30.027000,55,2015-11-01,18:58:34.373000
F,32,6552,178,2015-11-01,18:31:30.980000,189,2015-11-01,18:39:05
M,24,5310,2,2015-11-01,18:31:33.850000,1,2015-11-01,18:35:33
F,28,5554,47,2015-11-01,18:31:34.817000,46,2015-11-01,18:36:04
F,22,5728,116,2015-11-01,18:31:39.607000,60,2015-11-01,18:55:23
F,38,1165,101,2015-11-01,18:31:41.507000,1,2015-11-01,18:57:43
M,27,6048,178,2015-11-01,18:31:42.880000,189,2015-11-01,18:39:07
M,57,1781,116,2015-11-01,18:31:47.357000,53,2015-11-01,18:54:29
F,24,5302,1,2015-11-01,18:31:47.467000,254,2015-11-01,18:41:09
F,21,4240,347,2015-11-01,18:31:50.447000,163,2015-11-01,18:51:58.777000
F,33,6158,316,2015-11-01,18:31:51.757000,281,2015-11-01,18:47:11.407000
F,57,1969,51,2015-11-01,18:31:54.613000,4,2015-11-01,18:39:18
F,45,4317,116,2015-11-01,18:31:56.203000,60,2015-11-01,18:56:17
M,31,1649,36,2015-11-01,18:31:56.797000,258,2015-11-01,18:45:03.003000
F,58,5266,116,2015-11-01,18:32:06.610000,60,2015-11-01,18:56:14
F,26,2101,1,2015-11-01,18:32:08.013000,259,2015-11-01,18:44:25
M,36,0492,116,2015-11-01,18:32:18.200000,141,2015-11-01,18:41:38
M,21,5026,1,2015-11-01,18:32:22.193000,259,2015-11-01,18:43:46
M,33,1041,194,2015-11-01,18:32:24.580000,16,2015-11-01,18:49:06
M,27,1252,68,2015-11-01,18:32:25.093000,64,2015-11-01,18:53:46
M,32,3316,404,2015-11-01,18:32:36.437000,412,2015-11-01,18:40:04
M,38,6253,340,2015-11-01,18:32:38.167000,343,2015-11-01,18:35:57.560000
M,33,5991,182,2015-11-01,18:32:44.843000,340,2015-11-01,18:44:10
M,52,6227,102,2015-11-01,18:32:46.920000,31,2015-11-01,18:45:59.377000
F,32,5053,83,2015-11-01,18:32:54.720000,67,2015-11-01,18:37:21
F,33,3224,27,2015-11-01,18:32:55.593000,266,2015-11-01,18:48:04
M,53,6018,186,2015-11-01,18:32:57.013000,21,2015-11-01,18:47:10
M,32,2323,182,2015-11-01,18:33:06.980000,51,2015-11-01,18:45:20
F,27,6600,134,2015-11-01,18:33:24.077000,114,2015-11-01,18:44:02
F,52,3250,271,2015-11-01,18:33:31.037000,263,2015-11-01,18:48:16
M,24,4648,139,2015-11-01,18:33:32.737000,87,2015-11-01,19:05:09
F,30,4165,158,2015-11-01,18:33:37.680000,151,2015-11-01,18:40:30
M,39,5742,47,2015-11-01,18:33:42.453000,57,2015-11-01,18:43:41
M,64,3911,271,2015-11-01,18:33:43.157000,263,2015-11-01,18:48:21
M,39,5836,371,2015-11-01,18:33:50.503000,404,2015-11-01,18:46:59.910000
M,51,1478,158,2015-11-01,18:33:50.537000,69,2015-11-01,18:41:47
M,20,3195,121,2015-11-01,18:33:55.043000,130,2015-11-01,18:36:33.307000
F,28,2818,438,2015-11-01,18:34:00.427000,438,2015-11-01,19:17:03
M,36,5238,47,2015-11-01,18:34:02.017000,175,2015-11-01,18:48:36.620000
M,37,3941,9,2015-11-01,18:34:03.670000,47,2015-11-01,18:40:32
M,29,5019,372,2015-11-01,18:34:07.477000,338,2015-11-01,18:44:55
M,37,3678,9,2015-11-01,18:34:11.377000,47,2015-11-01,18:40:46
F,29,4153,63,2015-11-01,18:34:13.607000,39,2015-11-01,18:40:45
M,31,2649,438,2015-11-01,18:34:15.683000,438,2015-11-01,19:17:19
M,22,2263,372,2015-11-01,18:34:20.330000,338,2015-11-01,18:44:49
M,35,5363,18,2015-11-01,18:34:30.597000,12,2015-11-01,18:40:11
M,26,6165,37,2015-11-01,18:34:32.920000,4,2015-11-01,18:44:37
M,25,2588,74,2015-11-01,18:34:34.260000,164,2015-11-01,20:36:20.050000
M,26,6467,348,2015-11-01,18:34:34.777000,284,2015-11-01,18:43:15
M,59,5589,36,2015-11-01,18:34:38.100000,54,2015-11-01,18:42:43
M,41,1235,41,2015-11-01,18:34:41.250000,85,2015-11-01,18:46:47
M,28,1247,183,2015-11-01,18:34:42.577000,102,2015-11-01,18:57:12
M,56,5766,400,2015-11-01,18:34:43.810000,413,2015-11-01,18:42:01.730000
F,30,4904,74,2015-11-01,18:34:46.553000,164,2015-11-01,20:36:20.050000
M,28,3219,169,2015-11-01,18:34:59.160000,172,2015-11-01,18:39:11.087000
F,45,6100,27,2015-11-01,18:35:07.020000,255,2015-11-01,18:42:35
M,34,3707,6,2015-11-01,18:35:14.087000,74,2015-11-01,18:50:52
M,27,5510,61,2015-11-01,18:35:16.833000,131,2015-11-01,18:43:27
M,46,6072,261,2015-11-01,18:35:18.410000,71,2015-11-01,18:45:26
M,25,3084,208,2015-11-01,18:35:24.167000,225,2015-11-01,18:41:31
M,28,6511,442,2015-11-01,18:35:39.703000,159,2015-11-01,19:19:53
M,32,3309,135,2015-11-01,18:35:46.037000,64,2015-11-01,18:44:43
M,71,0237,178,2015-11-01,18:35:47.037000,189,2015-11-01,18:43:33
F,25,4009,442,2015-11-01,18:35:52.683000,158,2015-11-01,19:20:28
M,35,4328,143,2015-11-01,18:35:53.837000,130,2015-11-01,18:43:48.777000
F,35,5105,135,2015-11-01,18:35:55.553000,64,2015-11-01,18:44:47
F,25,2396,62,2015-11-01,18:36:01.543000,47,2015-11-01,18:42:07
M,25,2991,29,2015-11-01,18:36:16.207000,19,2015-11-01,18:47:19
M,32,1512,194,2015-11-01,18:36:21.277000,235,2015-11-01,18:50:21
M,35,1421,74,2015-11-01,18:36:43.570000,289,2015-11-01,18:49:05
M,34,4739,134,2015-11-01,18:36:47.873000,163,2015-11-01,18:43:12.860000
M,29,2699,181,2015-11-01,18:36:48.547000,74,2015-11-01,18:40:02
M,34,4531,121,2015-11-01,18:37:03.910000,76,2015-11-01,19:09:29
F,34,1950,90,2015-11-01,18:37:03.973000,160,2015-11-01,19:19:17
F,29,1497,143,2015-11-01,18:37:05.783000,130,2015-11-01,18:44:04.173000
M,31,1596,329,2015-11-01,18:37:10.667000,171,2015-11-01,18:44:59
M,28,3533,210,2015-11-01,18:37:13.083000,206,2015-11-01,18:42:51.887000
M,27,4037,32,2015-11-01,18:37:15.830000,174,2015-11-01,18:49:17
M,27,1873,214,2015-11-01,18:37:21.897000,45,2015-11-01,19:06:51
F,29,2264,212,2015-11-01,18:37:25.813000,212,2015-11-01,18:50:51
F,44,2328,331,2015-11-01,18:37:33.690000,331,2015-11-01,18:46:31
M,20,2139,260,2015-11-01,18:37:34.143000,160,2015-11-01,18:54:08
M,28,3525,74,2015-11-01,18:37:36.500000,408,2015-11-01,19:02:09.783000
F,25,5134,183,2015-11-01,18:37:40.853000,174,2015-11-01,18:41:49
F,42,4025,331,2015-11-01,18:37:48.183000,331,2015-11-01,18:46:39
M,31,2807,274,2015-11-01,18:37:53.363000,273,2015-11-01,18:49:52.813000
M,26,4695,256,2015-11-01,18:37:54.190000,255,2015-11-01,18:45:29
M,32,1009,29,2015-11-01,18:37:58.853000,266,2015-11-01,18:53:04
M,32,1689,301,2015-11-01,18:38:07.667000,300,2015-11-01,18:40:22.343000
M,48,5146,139,2015-11-01,18:38:11.023000,49,2015-11-01,18:48:59.720000
F,30,2354,341,2015-11-01,18:38:15.827000,374,2015-11-01,18:46:11.920000
M,22,5413,124,2015-11-01,18:38:20.460000,34,2015-11-01,18:45:27
M,23,1265,159,2015-11-01,18:38:22.143000,148,2015-11-01,18:42:47
M,33,1800,340,2015-11-01,18:38:24.843000,338,2015-11-01,18:42:15
M,35,5544,3,2015-11-01,18:38:29.710000,266,2015-11-01,18:47:01
M,35,1669,46,2015-11-01,18:38:30.710000,66,2015-11-01,18:45:04
M,32,3959,66,2015-11-01,18:38:33.190000,17,2015-11-01,18:56:56
M,22,4413,159,2015-11-01,18:38:34.720000,149,2015-11-01,18:42:14
M,24,5229,425,2015-11-01,18:38:39.757000,324,2015-11-01,18:49:21
M,27,4723,20,2015-11-01,18:38:45.543000,254,2015-11-01,18:48:41
F,40,2003,1,2015-11-01,18:38:56.107000,18,2015-11-01,18:43:55
M,38,4917,341,2015-11-01,18:39:01.877000,374,2015-11-01,18:46:19.203000
M,31,0668,53,2015-11-01,18:39:13.610000,68,2015-11-01,18:43:19
M,47,4372,198,2015-11-01,18:39:14.983000,199,2015-11-01,18:51:26.377000
F,28,1660,1,2015-11-01,18:39:28.680000,123,2015-11-01,18:52:56
F,18,5832,270,2015-11-01,18:39:29.350000,183,2015-11-01,18:50:43
M,22,1763,52,2015-11-01,18:39:34.810000,266,2015-11-01,18:50:20
F,29,4727,70,2015-11-01,18:39:38.943000,282,2015-11-01,19:02:08.773000
M,26,2885,5,2015-11-01,18:39:41.237000,116,2015-11-01,18:47:23.623000
F,29,4491,53,2015-11-01,18:39:43.030000,59,2015-11-01,18:50:16
F,51,1882,297,2015-11-01,18:40:09.207000,280,2015-11-01,18:44:36
M,55,1777,53,2015-11-01,18:40:10.457000,178,2015-11-01,18:48:21
M,31,1416,197,2015-11-01,18:40:10.720000,206,2015-11-01,18:45:21.520000
M,33,2063,180,2015-11-01,18:40:14.900000,182,2015-11-01,18:42:12
M,37,1066,29,2015-11-01,18:40:19.410000,77,2015-11-01,19:29:56
M,42,3665,224,2015-11-01,18:40:24.010000,36,2015-11-01,19:02:05
F,33,2502,29,2015-11-01,18:40:32.013000,77,2015-11-01,19:30:06
M,28,2791,25,2015-11-01,18:40:37.240000,260,2015-11-01,18:59:36
F,27,2208,415,2015-11-01,18:40:50.967000,355,2015-11-01,18:50:26
F,42,5239,127,2015-11-01,18:40:54.087000,31,2015-11-01,18:47:48.653000
M,39,3298,144,2015-11-01,18:40:54.400000,133,2015-11-01,18:46:06
M,32,6232,362,2015-11-01,18:41:05.570000,355,2015-11-01,18:46:22
F,38,3363,212,2015-11-01,18:41:05.927000,216,2015-11-01,18:49:03
M,33,3154,372,2015-11-01,18:41:07.973000,405,2015-11-01,18:54:13
M,39,2652,15,2015-11-01,18:41:09,6,2015-11-01,18:46:50
F,27,4357,405,2015-11-01,18:41:13.807000,340,2015-11-01,18:48:05
F,38,3481,182,2015-11-01,18:41:17.863000,152,2015-11-01,18:49:12
M,32,6172,134,2015-11-01,18:41:28.970000,136,2015-11-01,18:46:19.033000
M,37,4360,182,2015-11-01,18:41:36.630000,152,2015-11-01,18:49:30
M,27,4619,274,2015-11-01,18:41:38.533000,119,2015-11-01,18:51:36
M,25,4331,85,2015-11-01,18:41:40.933000,86,2015-11-01,18:43:59.483000
F,28,0795,134,2015-11-01,18:41:41.760000,136,2015-11-01,18:46:24.730000
M,45,2251,60,2015-11-01,18:41:47.703000,68,2015-11-01,18:47:53
M,29,1456,48,2015-11-01,18:41:52.527000,123,2015-11-01,18:50:39
F,49,5525,20,2015-11-01,18:41:52.807000,18,2015-11-01,18:46:25
F,61,4731,25,2015-11-01,18:41:54.227000,25,2015-11-01,18:59:06
M,40,4071,63,2015-11-01,18:41:55.053000,140,2015-11-01,18:49:58.873000
M,44,5696,325,2015-11-01,18:41:55.847000,317,2015-11-01,18:45:24
M,44,2820,143,2015-11-01,18:42:03.647000,131,2015-11-01,18:49:58
M,28,2952,48,2015-11-01,18:42:03.943000,123,2015-11-01,18:50:42
F,26,4336,236,2015-11-01,18:42:05.737000,271,2015-11-01,19:08:50
F,29,5515,15,2015-11-01,18:42:11.247000,123,2015-11-01,19:11:39
M,34,4825,141,2015-11-01,18:42:11.463000,129,2015-11-01,18:46:26
M,18,3440,90,2015-11-01,18:42:12.510000,48,2015-11-01,18:57:51.010000
M,17,4167,157,2015-11-01,18:42:12.960000,265,2015-11-01,19:06:20.343000
M,35,5711,140,2015-11-01,18:42:25.283000,130,2015-11-01,18:45:16.860000
M,33,3831,194,2015-11-01,18:42:37.670000,80,2015-11-01,18:58:13
M,26,2374,84,2015-11-01,18:42:38.607000,66,2015-11-01,18:54:27
F,58,5988,397,2015-11-01,18:42:50.963000,372,2015-11-01,18:51:43
F,24,3779,84,2015-11-01,18:42:51.227000,66,2015-11-01,18:54:39
M,32,4278,41,2015-11-01,18:42:52.630000,27,2015-11-01,18:53:55
F,30,4793,41,2015-11-01,18:43:04.707000,27,2015-11-01,18:54:02
F,25,1837,69,2015-11-01,18:43:09.353000,53,2015-11-01,18:53:25
M,41,2189,25,2015-11-01,18:43:10.837000,27,2015-11-01,19:03:07
F,23,6259,41,2015-11-01,18:43:16.827000,15,2015-11-01,19:03:27
M,22,3082,397,2015-11-01,18:43:17.920000,372,2015-11-01,18:51:37
M,40,5846,61,2015-11-01,18:43:21.833000,61,2015-11-01,19:18:54
M,48,5748,35,2015-11-01,18:43:22.007000,11,2015-11-01,18:51:42
M,25,6341,41,2015-11-01,18:43:30.353000,15,2015-11-01,19:03:11
M,50,2272,146,2015-11-01,18:43:30.837000,80,2015-11-01,18:49:38
M,30,3879,78,2015-11-01,18:43:34.143000,170,2015-11-01,18:55:20
M,28,4417,379,2015-11-01,18:43:47.980000,428,2015-11-01,18:55:04
M,34,3676,402,2015-11-01,18:44:03.893000,408,2015-11-01,18:47:11.357000
F,43,0129,64,2015-11-01,18:44:10.413000,79,2015-11-01,18:55:22
M,36,0222,369,2015-11-01,18:44:10.803000,362,2015-11-01,18:49:16
F,39,1257,25,2015-11-01,18:44:17.247000,27,2015-11-01,19:03:14
M,19,0575,271,2015-11-01,18:44:17.447000,264,2015-11-01,18:47:14
M,27,4294,390,2015-11-01,18:44:18.180000,436,2015-11-01,18:52:58
M,30,3259,218,2015-11-01,18:44:19.540000,252,2015-11-01,18:54:17
F,32,1845,137,2015-11-01,18:44:27.870000,52,2015-11-01,19:07:24
M,31,2070,314,2015-11-01,18:44:28.773000,162,2015-11-01,18:55:49.783000
F,27,4034,390,2015-11-01,18:44:29.490000,436,2015-11-01,18:52:56
M,43,2112,52,2015-11-01,18:44:29.663000,260,2015-11-01,19:03:00
M,65,1957,1,2015-11-01,18:44:39.507000,4,2015-11-01,18:56:55
M,31,4940,381,2015-11-01,18:44:44.187000,385,2015-11-01,18:51:12
M,38,6459,166,2015-11-01,18:44:46.137000,146,2015-11-01,18:55:59
M,39,1471,138,2015-11-01,18:44:54.250000,182,2015-11-01,18:58:57
F,31,1327,296,2015-11-01,18:45:04.293000,351,2015-11-01,19:09:28
F,45,5795,61,2015-11-01,18:45:09.240000,79,2015-11-01,18:55:47
M,36,5095,134,2015-11-01,18:45:13.170000,439,2015-11-01,19:21:48
M,33,1905,296,2015-11-01,18:45:16.633000,351,2015-11-01,19:09:17
M,65,3271,78,2015-11-01,18:45:34.153000,70,2015-11-01,18:53:56
M,23,5847,15,2015-11-01,18:45:34.963000,190,2015-11-01,19:05:43
M,35,2954,76,2015-11-01,18:45:36.197000,32,2015-11-01,18:55:10
M,29,6456,46,2015-11-01,18:45:43.933000,112,2015-11-01,19:00:17
M,60,2927,78,2015-11-01,18:45:45.307000,170,2015-11-01,18:55:18
M,34,3649,302,2015-11-01,18:45:55.040000,317,2015-11-01,18:51:26
M,44,5201,144,2015-11-01,18:45:55.760000,165,2015-11-01,18:55:31
M,25,6524,30,2015-11-01,18:46:04.527000,215,2015-11-01,19:13:40
F,43,4202,117,2015-11-01,18:46:09.173000,242,2015-11-01,19:12:08
M,37,5490,159,2015-11-01,18:46:21.407000,141,2015-11-01,18:54:01.657000
M,28,6149,77,2015-11-01,18:46:46.677000,190,2015-11-01,19:16:27
F,29,2280,66,2015-11-01,18:46:50.360000,244,2015-11-01,19:16:39.967000
M,24,6323,1,2015-11-01,18:46:50.483000,2,2015-11-01,19:02:07
M,38,4068,273,2015-11-01,18:47:05.163000,259,2015-11-01,18:50:54
M,24,3370,39,2015-11-01,18:47:06.880000,39,2015-11-01,18:53:01
M,34,0903,281,2015-11-01,18:47:14.147000,73,2015-11-01,19:13:10
M,35,3962,127,2015-11-01,18:47:23.727000,116,2015-11-01,18:54:01.393000
M,28,4285,106,2015-11-01,18:47:24.273000,90,2015-11-01,18:51:18
F,37,3157,153,2015-11-01,18:47:38.890000,48,2015-11-01,19:09:39.490000
