Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_Estacion_Arribo,Fecha_Arribo,Hora_Arribo
M,38,6077,271,2015-11-01,11:02:19.417000,41,2015-11-01,11:08:43
M,25,5385,98,2015-11-01,11:02:19.637000,271,2015-11-01,11:14:31
M,59,2965,385,2015-11-01,11:02:23.113000,430,2015-11-01,11:20:01
F,29,3633,41,2015-11-01,11:02:26.687000,25,2015-11-01,11:34:51
M,61,5925,182,2015-11-01,11:02:29.463000,182,2015-11-01,11:23:38
M,27,5920,127,2015-11-01,11:02:30.243000,25,2015-11-01,11:23:39
M,35,2216,13,2015-11-01,11:02:43.113000,13,2015-11-01,11:06:35
M,47,5495,213,2015-11-01,11:02:43.410000,240,2015-11-01,11:07:04
F,32,3976,136,2015-11-01,11:02:46.123000,32,2015-11-01,11:12:38
F,37,2109,133,2015-11-01,11:02:57.513000,68,2015-11-01,11:19:46
M,25,5788,13,2015-11-01,11:02:58.637000,13,2015-11-01,11:05:50
M,39,5302,23,2015-11-01,11:03:05.657000,95,2015-11-01,11:35:38
M,30,4065,63,2015-11-01,11:03:15.220000,64,2015-11-01,11:19:12
F,20,2711,25,2015-11-01,11:03:39.023000,15,2015-11-01,11:08:28
F,31,3496,44,2015-11-01,11:03:44.033000,40,2015-11-01,11:13:28
M,30,6231,141,2015-11-01,11:03:44.750000,114,2015-11-01,11:17:57
M,30,1932,141,2015-11-01,11:03:56.527000,114,2015-11-01,11:17:59
F,75,1878,44,2015-11-01,11:03:57.493000,45,2015-11-01,11:09:41
F,26,4298,25,2015-11-01,11:04:03.173000,261,2015-11-01,11:26:28
M,33,1738,144,2015-11-01,11:04:05.903000,50,2015-11-01,11:15:55
M,26,1534,25,2015-11-01,11:04:10.117000,261,2015-11-01,11:26:30
M,32,1551,3,2015-11-01,11:04:18.117000,118,2015-11-01,11:07:54
M,28,4582,123,2015-11-01,11:04:19.210000,31,2015-11-01,11:09:02
F,30,2415,147,2015-11-01,11:04:24.920000,163,2015-11-01,11:11:59
M,25,5949,25,2015-11-01,11:04:26.260000,14,2015-11-01,11:35:14
F,45,2208,371,2015-11-01,11:04:32.250000,415,2015-11-01,11:09:59
F,34,2478,79,2015-11-01,11:04:32.843000,46,2015-11-01,11:21:45
M,48,6433,260,2015-11-01,11:04:34.297000,261,2015-11-01,11:22:45
M,25,1744,25,2015-11-01,11:04:38.023000,14,2015-11-01,11:35:09
M,46,5850,263,2015-11-01,11:04:38.943000,25,2015-11-01,11:10:57
M,32,6145,75,2015-11-01,11:04:53.653000,37,2015-11-01,11:19:10
F,29,6199,3,2015-11-01,11:04:56.993000,24,2015-11-01,11:17:29
M,36,2747,295,2015-11-01,11:05:01.190000,64,2015-11-01,11:21:52
M,36,3828,25,2015-11-01,11:05:03.857000,25,2015-11-01,11:16:30
F,44,2945,74,2015-11-01,11:05:15.120000,187,2015-11-01,11:28:19
M,54,1370,29,2015-11-01,11:05:22.343000,232,2015-11-01,11:53:47
F,20,4220,398,2015-11-01,11:05:23.217000,390,2015-11-01,11:16:32
M,32,1504,194,2015-11-01,11:05:27.960000,161,2015-11-01,11:21:30
F,54,0432,29,2015-11-01,11:05:33.153000,232,2015-11-01,11:53:45
M,39,1560,79,2015-11-01,11:05:35.680000,46,2015-11-01,11:21:46
M,34,4447,260,2015-11-01,11:05:40.003000,195,2015-11-01,11:38:01
M,57,1863,70,2015-11-01,11:05:41.330000,182,2015-11-01,11:14:15
M,56,5295,25,2015-11-01,11:05:41.907000,312,2015-11-01,11:37:16
M,21,2179,398,2015-11-01,11:05:42.810000,390,2015-11-01,11:16:37
M,35,4194,17,2015-11-01,11:05:51.250000,233,2015-11-01,11:34:48
F,18,2443,240,2015-11-01,11:05:54.137000,240,2015-11-01,11:09:21
M,32,4414,75,2015-11-01,11:05:54.637000,25,2015-11-01,11:37:08
M,61,1343,420,2015-11-01,11:05:58.927000,435,2015-11-01,11:13:08
M,24,2070,326,2015-11-01,11:05:59.410000,314,2015-11-01,11:42:33
F,38,3284,260,2015-11-01,11:05:59.503000,195,2015-11-01,11:38:12
M,37,2746,213,2015-11-01,11:06:09.003000,216,2015-11-01,11:39:24
M,38,2524,100,2015-11-01,11:06:12.823000,48,2015-11-01,11:24:00
M,41,2995,8,2015-11-01,11:06:12.920000,8,2015-11-01,11:44:11
M,61,3585,75,2015-11-01,11:06:14.103000,25,2015-11-01,11:37:14
M,45,5353,317,2015-11-01,11:06:17.503000,374,2015-11-01,11:21:39
F,30,2009,213,2015-11-01,11:06:22.030000,234,2015-11-01,11:43:50
M,36,2643,294,2015-11-01,11:06:29.487000,151,2015-11-01,11:14:36
F,36,2173,14,2015-11-01,11:06:30.907000,260,2015-11-01,11:34:34
M,29,2908,213,2015-11-01,11:06:35.570000,216,2015-11-01,11:38:30
M,21,4553,193,2015-11-01,11:06:40.373000,87,2015-11-01,11:48:23
M,30,6516,14,2015-11-01,11:06:42.543000,260,2015-11-01,11:34:46
F,31,3490,100,2015-11-01,11:06:47.877000,48,2015-11-01,11:24:26
M,22,2732,396,2015-11-01,11:06:50.483000,366,2015-11-01,11:18:35
F,16,6178,193,2015-11-01,11:06:50.733000,87,2015-11-01,11:48:18
M,29,4329,340,2015-11-01,11:06:53.727000,276,2015-11-01,11:18:33.563000
M,51,6292,27,2015-11-01,11:06:55.477000,160,2015-11-01,11:17:20
M,55,3749,4,2015-11-01,11:07:00.203000,1,2015-11-01,11:12:44
F,45,6123,260,2015-11-01,11:07:04.850000,19,2015-11-01,11:19:06
F,33,6532,65,2015-11-01,11:07:06.723000,262,2015-11-01,11:14:56
F,26,0974,147,2015-11-01,11:07:23.307000,266,2015-11-01,11:27:27.590000
M,32,4091,161,2015-11-01,11:07:31.590000,158,2015-11-01,11:13:31
M,59,2890,322,2015-11-01,11:07:42.900000,277,2015-11-01,11:22:02
M,38,3009,288,2015-11-01,11:07:51.870000,193,2015-11-01,12:06:33
M,30,1848,390,2015-11-01,11:07:51.947000,387,2015-11-01,11:10:43.577000
F,30,3072,392,2015-11-01,11:07:56.563000,390,2015-11-01,11:16:08
F,33,5880,291,2015-11-01,11:08:01.977000,291,2015-11-01,11:10:02
M,38,2710,107,2015-11-01,11:08:06.160000,65,2015-11-01,11:17:31
F,25,3839,335,2015-11-01,11:08:06.877000,412,2015-11-01,11:25:33
M,29,2183,15,2015-11-01,11:08:08.607000,195,2015-11-01,11:35:24
F,22,2397,21,2015-11-01,11:08:12.697000,9,2015-11-01,11:17:46
M,22,0854,259,2015-11-01,11:08:14.753000,96,2015-11-01,11:16:34
M,32,2761,72,2015-11-01,11:08:17.483000,260,2015-11-01,11:40:10
M,28,4302,2,2015-11-01,11:08:21.760000,192,2015-11-01,11:20:32
M,24,4881,335,2015-11-01,11:08:24.893000,412,2015-11-01,11:25:41
M,35,5838,33,2015-11-01,11:08:24.973000,29,2015-11-01,11:19:38
M,41,5182,232,2015-11-01,11:08:33.240000,211,2015-11-01,11:12:55
M,26,4395,133,2015-11-01,11:08:33.537000,87,2015-11-01,11:24:39
M,34,5437,1,2015-11-01,11:08:41.180000,24,2015-11-01,11:16:48
M,34,1397,101,2015-11-01,11:08:41.197000,104,2015-11-01,11:55:27
M,42,6192,194,2015-11-01,11:08:41.757000,15,2015-11-01,11:39:14
M,29,3795,215,2015-11-01,11:08:42.927000,208,2015-11-01,11:15:54
F,39,6403,211,2015-11-01,11:08:44.143000,194,2015-11-01,11:29:12
F,55,3159,89,2015-11-01,11:08:45.127000,18,2015-11-01,11:35:43.567000
F,32,3865,175,2015-11-01,11:08:47.763000,36,2015-11-01,11:30:32
M,31,1862,298,2015-11-01,11:08:48.077000,296,2015-11-01,11:10:46
M,56,4866,336,2015-11-01,11:08:48.183000,336,2015-11-01,11:11:43
M,28,6610,86,2015-11-01,11:08:53.207000,85,2015-11-01,11:13:20
F,31,2789,244,2015-11-01,11:08:54.957000,244,2015-11-01,11:14:53
F,28,6067,78,2015-11-01,11:08:56.687000,64,2015-11-01,11:16:53
M,40,5400,168,2015-11-01,11:08:58.560000,73,2015-11-01,11:14:43
M,36,5153,175,2015-11-01,11:09:00.587000,36,2015-11-01,11:30:28
F,32,6395,101,2015-11-01,11:09:02.740000,101,2015-11-01,11:12:54
M,37,3393,52,2015-11-01,11:09:08.933000,52,2015-11-01,11:35:13
F,45,3083,29,2015-11-01,11:09:09.073000,15,2015-11-01,11:49:47
M,32,3659,23,2015-11-01,11:09:12.210000,20,2015-11-01,11:38:38
F,32,1910,23,2015-11-01,11:09:29.447000,23,2015-11-01,11:13:00
M,27,0904,421,2015-11-01,11:09:29.463000,415,2015-11-01,11:13:16
F,35,2510,41,2015-11-01,11:09:29.587000,32,2015-11-01,11:31:36
M,33,5224,59,2015-11-01,11:09:33.080000,138,2015-11-01,11:18:59
M,39,1409,48,2015-11-01,11:09:39.743000,27,2015-11-01,11:25:49
M,27,0720,140,2015-11-01,11:09:45.500000,321,2015-11-01,11:31:31
M,45,5624,213,2015-11-01,11:09:51.927000,208,2015-11-01,11:15:42
M,32,5085,155,2015-11-01,11:09:59.897000,152,2015-11-01,11:17:39
M,24,2991,195,2015-11-01,11:10:03.577000,29,2015-11-01,11:27:35
M,32,5668,130,2015-11-01,11:10:15.947000,52,2015-11-01,11:25:17
M,31,6049,27,2015-11-01,11:10:16.697000,132,2015-11-01,11:17:00
M,52,4272,256,2015-11-01,11:10:35.600000,150,2015-11-01,11:39:58
M,22,4038,158,2015-11-01,11:10:50.030000,162,2015-11-01,11:15:55
M,35,1790,194,2015-11-01,11:10:52.917000,15,2015-11-01,11:15:19
M,19,1846,1,2015-11-01,11:10:56.020000,6,2015-11-01,11:13:23
M,42,2576,64,2015-11-01,11:10:57.207000,84,2015-11-01,11:14:39
M,31,5077,102,2015-11-01,11:11:04.427000,266,2015-11-01,11:24:33.270000
M,28,6226,1,2015-11-01,11:11:12.680000,18,2015-11-01,11:13:59
M,34,1698,21,2015-11-01,11:11:13.677000,121,2015-11-01,11:21:25
M,62,2700,256,2015-11-01,11:11:21.210000,128,2015-11-01,11:22:05
M,43,4888,75,2015-11-01,11:11:22.710000,68,2015-11-01,11:13:32
M,30,3893,217,2015-11-01,11:11:32.567000,208,2015-11-01,11:16:12
F,20,2023,188,2015-11-01,11:11:38.277000,186,2015-11-01,11:13:57
M,51,3546,36,2015-11-01,11:11:43.050000,194,2015-11-01,11:22:29
M,27,4970,384,2015-11-01,11:11:48.803000,391,2015-11-01,11:15:29.750000
M,34,5396,23,2015-11-01,11:11:52.627000,260,2015-11-01,11:52:28
M,40,4400,231,2015-11-01,11:11:53.063000,227,2015-11-01,11:30:48
M,53,2887,193,2015-11-01,11:11:55.417000,87,2015-11-01,11:56:34
M,49,0520,25,2015-11-01,11:11:59.927000,25,2015-11-01,11:29:23
F,34,5271,23,2015-11-01,11:12:04.903000,260,2015-11-01,11:52:46
F,30,6042,289,2015-11-01,11:12:06.400000,312,2015-11-01,11:21:22
F,27,1703,27,2015-11-01,11:12:08.193000,52,2015-11-01,11:46:04
F,55,3819,18,2015-11-01,11:12:14.120000,16,2015-11-01,11:22:33
F,46,5014,150,2015-11-01,11:12:14.730000,64,2015-11-01,11:21:51
F,29,6558,24,2015-11-01,11:12:26.350000,87,2015-11-01,11:43:38
M,47,6478,194,2015-11-01,11:12:29.173000,14,2015-11-01,11:18:00
M,38,4692,336,2015-11-01,11:12:32.200000,281,2015-11-01,11:26:19
F,22,6216,135,2015-11-01,11:12:47.453000,36,2015-11-01,11:27:43
M,53,2834,18,2015-11-01,11:12:48.093000,25,2015-11-01,11:57:21
M,32,6346,153,2015-11-01,11:12:57.890000,191,2015-11-01,11:24:00
M,42,5481,261,2015-11-01,11:12:59.700000,261,2015-11-01,11:16:27
M,40,5152,61,2015-11-01,11:13:05.033000,30,2015-11-01,11:31:46
F,30,3545,133,2015-11-01,11:13:17.700000,25,2015-11-01,11:25:41
F,38,6402,49,2015-11-01,11:13:25.577000,69,2015-11-01,11:21:12
M,33,6500,337,2015-11-01,11:13:25.670000,79,2015-11-01,11:27:36.417000
M,29,5201,159,2015-11-01,11:13:29.163000,142,2015-11-01,11:19:34
M,37,5964,15,2015-11-01,11:13:32.767000,13,2015-11-01,11:19:20
M,46,4591,12,2015-11-01,11:13:35.293000,51,2015-11-01,11:28:09
M,28,1066,24,2015-11-01,11:13:40.503000,29,2015-11-01,11:34:47
M,29,3236,156,2015-11-01,11:13:42.953000,140,2015-11-01,11:19:44
M,42,2090,44,2015-11-01,11:13:44.670000,44,2015-11-01,11:47:11
F,25,5025,106,2015-11-01,11:13:46.180000,41,2015-11-01,11:37:30
M,31,6191,20,2015-11-01,11:13:46.260000,353,2015-11-01,11:56:01
M,22,4317,106,2015-11-01,11:13:54.933000,41,2015-11-01,11:37:20
M,33,4656,396,2015-11-01,11:13:56.820000,390,2015-11-01,11:50:17
M,26,6139,52,2015-11-01,11:13:57.600000,127,2015-11-01,11:30:45
F,40,0542,11,2015-11-01,11:14:03.807000,1,2015-11-01,11:19:01
M,34,6368,139,2015-11-01,11:14:06.803000,80,2015-11-01,11:23:20
M,54,3007,87,2015-11-01,11:14:07.630000,13,2015-11-01,11:51:48
M,30,3949,106,2015-11-01,11:14:08.737000,41,2015-11-01,11:36:58
M,41,6608,6,2015-11-01,11:14:11.187000,7,2015-11-01,11:20:00
M,34,5430,373,2015-11-01,11:14:15.087000,359,2015-11-01,11:18:47
F,32,2011,193,2015-11-01,11:14:17.033000,27,2015-11-01,11:39:05
M,26,2283,79,2015-11-01,11:14:26.410000,58,2015-11-01,12:08:05
F,28,3014,87,2015-11-01,11:14:27.423000,13,2015-11-01,11:52:13
M,43,3107,10,2015-11-01,11:14:30.513000,25,2015-11-01,11:30:58
F,55,2928,118,2015-11-01,11:14:33.303000,16,2015-11-01,11:27:59
F,40,4097,230,2015-11-01,11:14:35.393000,15,2015-11-01,11:40:49
M,61,6551,208,2015-11-01,11:14:36.737000,223,2015-11-01,11:18:06
F,18,2412,240,2015-11-01,11:14:43.257000,27,2015-11-01,11:49:22
M,61,5250,361,2015-11-01,11:14:44.050000,377,2015-11-01,11:21:42
F,67,4245,405,2015-11-01,11:14:49.823000,372,2015-11-01,11:43:10
F,28,1417,74,2015-11-01,11:14:57.717000,312,2015-11-01,11:43:20
F,38,2646,280,2015-11-01,11:14:58.060000,297,2015-11-01,11:21:57
M,26,3818,271,2015-11-01,11:14:58.247000,32,2015-11-01,11:29:11
M,47,4358,240,2015-11-01,11:14:58.823000,27,2015-11-01,11:48:48
F,50,1231,193,2015-11-01,11:15:00.087000,167,2015-11-01,11:41:47
M,31,1508,1,2015-11-01,11:15:00.743000,271,2015-11-01,11:27:00
M,22,5074,360,2015-11-01,11:15:01.443000,374,2015-11-01,11:19:30.730000
F,48,0728,213,2015-11-01,11:15:02.693000,222,2015-11-01,11:31:13
M,44,4140,61,2015-11-01,11:15:04.547000,252,2015-11-01,11:21:32
M,68,2266,405,2015-11-01,11:15:04.750000,372,2015-11-01,11:42:06
M,36,5581,52,2015-11-01,11:15:09.807000,195,2015-11-01,11:45:35
F,34,5865,178,2015-11-01,11:15:13.003000,79,2015-11-01,11:20:08.763000
M,29,6007,74,2015-11-01,11:15:14.250000,312,2015-11-01,11:43:32
M,41,4862,253,2015-11-01,11:15:23.610000,87,2015-11-01,11:53:40
M,61,2036,27,2015-11-01,11:15:29.413000,260,2015-11-01,11:28:03
M,26,5310,135,2015-11-01,11:15:32.003000,21,2015-11-01,11:52:11
M,66,4393,253,2015-11-01,11:15:32.970000,87,2015-11-01,11:53:27
M,30,5552,402,2015-11-01,11:15:37.900000,412,2015-11-01,11:19:40
F,56,2712,27,2015-11-01,11:15:40.613000,260,2015-11-01,11:28:16
F,25,4369,73,2015-11-01,11:15:41.660000,73,2015-11-01,11:20:13
M,29,6323,135,2015-11-01,11:15:43.890000,21,2015-11-01,11:52:19
M,27,2363,74,2015-11-01,11:15:51.143000,51,2015-11-01,11:21:46
M,70,2065,64,2015-11-01,11:15:52.547000,66,2015-11-01,11:25:28
M,54,5087,149,2015-11-01,11:15:54.903000,134,2015-11-01,11:22:01.767000
M,33,3066,25,2015-11-01,11:15:55.637000,100,2015-11-01,11:53:23
F,41,6404,387,2015-11-01,11:15:56.573000,313,2015-11-01,12:03:57
F,51,1414,288,2015-11-01,11:15:56.790000,288,2015-11-01,11:35:48.087000
M,44,6411,416,2015-11-01,11:15:57.740000,413,2015-11-01,11:22:15
M,30,4869,27,2015-11-01,11:15:58.537000,131,2015-11-01,11:23:20
M,18,0149,193,2015-11-01,11:16:02.483000,87,2015-11-01,11:56:24
M,30,1848,387,2015-11-01,11:16:17.023000,385,2015-11-01,11:20:04
M,28,3899,216,2015-11-01,11:16:28.503000,216,2015-11-01,11:43:32
F,41,4690,25,2015-11-01,11:16:31.733000,195,2015-11-01,12:04:10
M,22,4513,181,2015-11-01,11:16:40.360000,276,2015-11-01,11:25:25
M,46,3824,79,2015-11-01,11:16:41.327000,79,2015-11-01,11:21:10.893000
F,28,5611,321,2015-11-01,11:16:41.607000,295,2015-11-01,11:22:25
M,38,1939,286,2015-11-01,11:16:44.587000,324,2015-11-01,11:50:04.503000
M,29,1030,69,2015-11-01,11:16:46.363000,64,2015-11-01,11:18:48
M,25,3477,84,2015-11-01,11:16:47.020000,236,2015-11-01,11:35:44
F,24,2175,208,2015-11-01,11:17:08.233000,206,2015-11-01,11:25:36
M,31,3605,17,2015-11-01,11:17:08.517000,231,2015-11-01,11:46:54
M,25,2539,41,2015-11-01,11:17:08.873000,193,2015-11-01,11:43:02
F,25,4113,41,2015-11-01,11:17:21.137000,192,2015-11-01,11:43:25
M,38,3770,124,2015-11-01,11:17:32.367000,156,2015-11-01,11:31:36
F,74,3126,191,2015-11-01,11:17:34.630000,46,2015-11-01,11:41:04
F,46,6117,416,2015-11-01,11:17:35.033000,323,2015-11-01,11:52:57
M,45,5643,121,2015-11-01,11:17:44.707000,90,2015-11-01,11:43:19
M,29,2189,160,2015-11-01,11:17:53.410000,19,2015-11-01,11:24:05
F,24,2378,194,2015-11-01,11:17:56.123000,194,2015-11-01,11:49:18
M,39,4289,191,2015-11-01,11:17:57.763000,46,2015-11-01,11:41:08
M,30,4270,427,2015-11-01,11:18:04.033000,398,2015-11-01,11:21:44
F,75,2139,46,2015-11-01,11:18:12.393000,27,2015-11-01,11:50:56
M,44,6126,2,2015-11-01,11:18:13.283000,9,2015-11-01,11:20:50
M,32,0067,261,2015-11-01,11:18:16.327000,182,2015-11-01,11:40:55
F,43,1525,11,2015-11-01,11:18:20.693000,3,2015-11-01,11:55:54
F,57,1841,10,2015-11-01,11:18:25.140000,207,2015-11-01,11:40:37
M,22,4422,305,2015-11-01,11:18:30.927000,146,2015-11-01,13:14:31.590000
F,37,0186,212,2015-11-01,11:18:32.860000,131,2015-11-01,11:44:01
F,29,3241,11,2015-11-01,11:18:34.547000,3,2015-11-01,11:56:13
M,25,5151,302,2015-11-01,11:18:38.710000,306,2015-11-01,11:22:12
F,25,4581,68,2015-11-01,11:18:40.677000,131,2015-11-01,11:29:42
F,28,5489,246,2015-11-01,11:18:40.910000,208,2015-11-01,11:27:38
M,48,1469,199,2015-11-01,11:18:42.720000,208,2015-11-01,11:26:04
M,26,0168,53,2015-11-01,11:18:46.510000,136,2015-11-01,11:34:13.520000
M,37,5969,295,2015-11-01,11:18:47.180000,402,2015-11-01,11:46:42
M,52,1765,212,2015-11-01,11:18:48.023000,131,2015-11-01,11:43:48
M,39,3822,82,2015-11-01,11:18:50.347000,124,2015-11-01,11:25:02
M,48,1688,404,2015-11-01,11:18:51.987000,404,2015-11-01,11:53:18.433000
F,31,3356,84,2015-11-01,11:18:55.263000,63,2015-11-01,11:27:54
F,32,2907,24,2015-11-01,11:18:55.403000,20,2015-11-01,11:41:31
M,28,0950,68,2015-11-01,11:18:56.337000,131,2015-11-01,11:29:39
F,34,4667,249,2015-11-01,11:18:59.100000,28,2015-11-01,11:24:57
M,30,6561,320,2015-11-01,11:19:05.743000,318,2015-11-01,11:22:39
M,37,4672,116,2015-11-01,11:19:10.877000,10,2015-11-01,11:24:29
M,37,4241,249,2015-11-01,11:19:11.203000,28,2015-11-01,11:24:51
F,27,2727,135,2015-11-01,11:19:13.340000,75,2015-11-01,11:45:26
M,49,5471,17,2015-11-01,11:19:18.007000,290,2015-11-01,11:51:55
M,26,2252,295,2015-11-01,11:19:20.393000,280,2015-11-01,11:27:57
F,35,1279,314,2015-11-01,11:19:21.920000,83,2015-11-01,11:42:40
F,37,6406,194,2015-11-01,11:19:25.790000,194,2015-11-01,11:23:02
M,28,5362,217,2015-11-01,11:19:26.680000,170,2015-11-01,11:31:48
F,22,3704,16,2015-11-01,11:19:27.707000,45,2015-11-01,11:57:34
F,40,3301,17,2015-11-01,11:19:32.903000,290,2015-11-01,11:52:43
M,37,1888,314,2015-11-01,11:19:36.070000,83,2015-11-01,11:42:55
M,26,2898,16,2015-11-01,11:19:39.830000,45,2015-11-01,11:57:22
M,35,1556,58,2015-11-01,11:19:45.757000,36,2015-11-01,11:24:22
M,39,1101,390,2015-11-01,11:19:46.943000,398,2015-11-01,11:35:39
M,43,5710,194,2015-11-01,11:19:47.567000,194,2015-11-01,11:26:34
F,24,5665,90,2015-11-01,11:19:48.253000,27,2015-11-01,11:48:05
F,25,3233,131,2015-11-01,11:19:59.547000,31,2015-11-01,11:34:36
F,36,1632,295,2015-11-01,11:20:00.263000,402,2015-11-01,11:46:57
F,32,4196,101,2015-11-01,11:20:00.717000,48,2015-11-01,12:01:36
M,20,5645,90,2015-11-01,11:20:01.420000,27,2015-11-01,11:48:12
F,24,3815,78,2015-11-01,11:20:01.497000,68,2015-11-01,11:25:00
M,32,5390,6,2015-11-01,11:20:07.377000,12,2015-11-01,11:23:12
M,51,4911,185,2015-11-01,11:20:09.063000,190,2015-11-01,13:00:01.883000
M,43,4458,191,2015-11-01,11:20:11.793000,191,2015-11-01,12:02:12
M,29,2185,26,2015-11-01,11:20:13.103000,36,2015-11-01,11:31:57
M,49,2311,386,2015-11-01,11:20:14.617000,414,2015-11-01,11:28:25
M,27,5219,78,2015-11-01,11:20:15.147000,68,2015-11-01,11:25:30
F,29,5589,124,2015-11-01,11:20:20.793000,47,2015-11-01,11:33:10.390000
M,52,5474,10,2015-11-01,11:20:35.597000,207,2015-11-01,11:40:27
F,29,4916,87,2015-11-01,11:20:39.577000,246,2015-11-01,11:50:44
M,33,4246,23,2015-11-01,11:20:40.183000,27,2015-11-01,11:25:39
F,48,2805,195,2015-11-01,11:20:43.863000,74,2015-11-01,11:40:03
F,43,1751,27,2015-11-01,11:20:45.237000,225,2015-11-01,11:41:24
M,28,6426,48,2015-11-01,11:20:47.687000,132,2015-11-01,11:31:23
F,49,5625,195,2015-11-01,11:20:53.803000,74,2015-11-01,11:40:20
M,24,4904,75,2015-11-01,11:21:06.407000,75,2015-11-01,11:24:43
M,49,5319,254,2015-11-01,11:21:16.187000,259,2015-11-01,11:24:37.997000
F,24,5397,75,2015-11-01,11:21:17.827000,75,2015-11-01,11:24:01
F,30,6527,390,2015-11-01,11:21:18.387000,398,2015-11-01,11:35:41
M,26,1799,79,2015-11-01,11:21:21.337000,177,2015-11-01,11:33:09
M,30,2699,125,2015-11-01,11:21:22.707000,137,2015-11-01,11:27:08.140000
M,27,1552,10,2015-11-01,11:21:34.157000,27,2015-11-01,11:30:50
M,32,4526,125,2015-11-01,11:21:34.627000,153,2015-11-01,11:37:56
M,24,5533,368,2015-11-01,11:21:34.767000,368,2015-11-01,11:29:16
M,44,1977,25,2015-11-01,11:21:37.013000,23,2015-11-01,11:32:24.967000
M,30,1229,41,2015-11-01,11:21:55.280000,21,2015-11-01,11:37:23
M,30,5999,114,2015-11-01,11:22:08.680000,271,2015-11-01,11:31:04
M,37,1322,58,2015-11-01,11:22:12.457000,71,2015-11-01,11:25:43
M,53,1357,142,2015-11-01,11:22:12.597000,147,2015-11-01,11:29:19
F,30,5765,37,2015-11-01,11:22:15.340000,129,2015-11-01,11:28:43
M,34,6124,399,2015-11-01,11:22:18.103000,427,2015-11-01,11:27:51
M,52,4813,155,2015-11-01,11:22:18.353000,51,2015-11-01,11:32:46
F,35,1668,14,2015-11-01,11:22:21.300000,82,2015-11-01,12:02:45
F,20,5286,390,2015-11-01,11:22:22.907000,14,2015-11-01,11:56:46
F,50,1502,309,2015-11-01,11:22:24.933000,334,2015-11-01,11:30:33
F,30,2690,405,2015-11-01,11:22:27.587000,412,2015-11-01,11:30:34
M,28,4809,49,2015-11-01,11:22:41.110000,51,2015-11-01,11:28:02
M,16,2161,214,2015-11-01,11:22:55.243000,222,2015-11-01,11:31:37
F,64,6338,60,2015-11-01,11:22:58.317000,194,2015-11-01,11:37:33
M,36,6309,14,2015-11-01,11:22:58.833000,82,2015-11-01,12:02:27
M,21,3037,390,2015-11-01,11:22:59.520000,14,2015-11-01,12:02:36
M,24,5013,117,2015-11-01,11:23:02.280000,23,2015-11-01,11:30:49.600000
M,37,1466,48,2015-11-01,11:23:02.700000,102,2015-11-01,11:30:35
M,60,2369,60,2015-11-01,11:23:11.437000,194,2015-11-01,11:37:32
M,57,3423,281,2015-11-01,11:23:19.940000,280,2015-11-01,11:25:36
F,24,6018,31,2015-11-01,11:23:21.063000,17,2015-11-01,11:29:13
M,52,2633,199,2015-11-01,11:23:24.727000,199,2015-11-01,11:58:07
F,33,6568,127,2015-11-01,11:23:28.253000,139,2015-11-01,11:29:30
F,42,2756,199,2015-11-01,11:23:37.427000,199,2015-11-01,11:58:11
M,39,2863,16,2015-11-01,11:23:39.407000,24,2015-11-01,11:53:17
M,37,4812,127,2015-11-01,11:23:40.187000,139,2015-11-01,11:29:32
F,43,2092,222,2015-11-01,11:23:46.567000,27,2015-11-01,11:44:24
M,36,3937,183,2015-11-01,11:23:50.250000,92,2015-11-01,11:43:59
M,31,2885,48,2015-11-01,11:24:05.473000,95,2015-11-01,11:35:02
M,35,3910,114,2015-11-01,11:24:11.167000,133,2015-11-01,11:28:18
F,29,3571,1,2015-11-01,11:24:11.760000,233,2015-11-01,11:53:25
M,40,6149,309,2015-11-01,11:24:21.293000,310,2015-11-01,11:39:39
F,28,5716,48,2015-11-01,11:24:22.417000,95,2015-11-01,11:35:06
F,29,5261,100,2015-11-01,11:24:25.817000,270,2015-11-01,11:45:15
M,36,1642,390,2015-11-01,11:24:28.297000,367,2015-11-01,11:30:40
M,42,1798,261,2015-11-01,11:24:36.643000,27,2015-11-01,11:42:24
M,32,1832,137,2015-11-01,11:24:50.527000,56,2015-11-01,11:28:57.693000
M,35,3399,29,2015-11-01,11:24:58.433000,25,2015-11-01,12:02:53
F,28,2851,342,2015-11-01,11:24:58.777000,71,2015-11-01,11:40:14
M,28,6006,1,2015-11-01,11:24:59.777000,233,2015-11-01,11:53:30
F,50,5462,35,2015-11-01,11:25:01.337000,25,2015-11-01,11:30:50
M,18,5249,197,2015-11-01,11:25:08.980000,215,2015-11-01,11:31:50
F,32,5262,183,2015-11-01,11:25:18.560000,27,2015-11-01,11:34:38
M,25,1901,123,2015-11-01,11:25:29.430000,147,2015-11-01,11:32:41
M,32,2038,183,2015-11-01,11:25:30.087000,27,2015-11-01,11:34:32
M,31,5673,408,2015-11-01,11:25:31.007000,399,2015-11-01,11:32:17
M,30,1824,384,2015-11-01,11:25:31.007000,175,2015-11-01,11:59:05
F,57,5344,415,2015-11-01,11:25:31.817000,418,2015-11-01,11:33:12
F,23,4276,18,2015-11-01,11:25:32.410000,41,2015-11-01,12:13:04
M,28,3759,25,2015-11-01,11:25:35.327000,158,2015-11-01,11:42:35
